date,team,opponent,result,attendance,contest,WL,home_score,away_score,game_number,location,auto_generate
10/24/2024,Alverno,Lakeland,L 0-3,194.0,5677524,L,0,3,1,,
10/24/2024,Aurora,Concordia Chicago,W 3-0,189.0,5677467,W,3,0,1,,
10/24/2024,Benedictine (IL),Concordia Wisconsin,L 1-3,210.0,5677530,L,1,3,1,,
10/24/2024,Dominican (IL),IIT,L 0-3,25.0,5677525,L,0,3,1,,
10/24/2024,Edgewood,Rockford,W 3-1,183.0,5677537,W,3,1,1,,
10/24/2024,Marian (WI),Wis. Lutheran,W 3-1,158.0,5677470,W,3,1,1,,
10/24/2024,Kean,Ramapo,W 3-0,133.0,5677535,W,3,0,1,,
10/24/2024,Montclair St.,Rutgers-Newark,W 3-0,60.0,5677501,W,3,0,1,,
10/24/2024,New Jersey City,Wm. Paterson,L 0-3,100.0,5677511,L,0,3,1,,
10/24/2024,Rowan,Rutgers-Camden,W 3-1,100.0,5677516,W,3,1,1,,
10/24/2024,Chatham,Geneva,W 3-0,200.0,5677518,W,3,0,1,,
10/24/2024,Austin,Centenary (LA),W 3-0,138.0,5677531,W,3,0,1,,
10/25/2024,East Tex. Baptist,Hardin-Simmons,W 3-1,450.0,5677659,W,3,1,1,,
10/25/2024,Howard Payne,LeTourneau,W 3-2,101.0,5677647,W,3,2,1,,
10/25/2024,Dubuque,North Park,W 3-0,155.0,5677694,W,3,0,1,,
10/25/2024,Simpson,Millikin,L 1-3,83.0,5677571,L,1,3,1,,
10/25/2024,Mount Mary,Trine,L 0-3,48.0,5677639,L,0,3,1,,
10/25/2024,Augustana (IL),North Central (IL),W 3-1,89.0,5677745,W,3,1,1,,
10/25/2024,Millikin,Albion,W 3-0,65.0,5677803,W,3,0,1,,
10/25/2024,Huntingdon,Maryville (TN),L 0-3,175.0,5677557,L,0,3,1,,
10/25/2024,Huntingdon,Wesleyan (GA),W 3-0,55.0,5677574,W,3,0,1,,
10/25/2024,Maryville (TN),Wesleyan (GA),W 3-1,120.0,5677545,W,3,1,1,,
10/25/2024,Wentworth,Brandeis,L 2-3,150.0,5677678,L,2,3,1,,
10/25/2024,Swarthmore,Eastern,L 2-3,119.0,5677732,L,2,3,1,,
10/25/2024,Maranatha Baptist,Beloit,L 0-3,56.0,5677726,L,0,3,1,,
10/25/2024,Alfred,SUNY Brockport,W 3-2,108.0,5677684,W,3,2,1,,
10/25/2024,Elmira,Russell Sage,L 0-3,357.0,5677668,L,0,3,1,,
10/25/2024,Hartwick,Keuka,W 3-1,67.0,5677661,W,3,1,1,,
10/25/2024,Houghton,SUNY Geneseo,L 0-3,122.0,5677613,L,0,3,1,,
10/25/2024,Nazareth,SUNY Poly,W 3-0,63.0,5677770,W,3,0,1,,
10/25/2024,St. John Fisher,Utica,W 3-0,125.0,5677729,W,3,0,1,,
10/25/2024,Albertus Magnus,Anna Maria,W 3-0,44.0,5677549,W,3,0,1,,
10/25/2024,Albertus Magnus,Emmanuel (MA),L 0-3,0.0,5677776,L,0,3,1,,
10/25/2024,Anna Maria,Emmanuel (MA),L 0-3,45.0,5677576,L,0,3,1,,
10/25/2024,Colby-Sawyer,Lesley,W 3-0,20.0,5677561,W,3,0,1,,
10/25/2024,Dean,Elms,W 3-1,187.0,5677764,W,3,1,1,,
10/25/2024,JWU (Providence),UMass Dartmouth,L 0-3,85.0,5681201,L,0,3,1,,
10/25/2024,Lasell,Saint Joseph (CT),W 3-0,75.0,5677676,W,3,0,1,,
10/25/2024,Catholic,Elizabethtown,W 3-1,61.0,5677709,W,3,1,1,,
10/25/2024,Drew,Moravian,W 3-2,77.0,5677786,W,3,2,1,,
10/25/2024,Goucher,Susquehanna,L 0-3,106.0,5677669,L,0,3,1,,
10/25/2024,Juniata,Wesleyan (CT),W 3-0,150.0,5677802,W,3,0,1,,
10/25/2024,Scranton,Wilkes,W 3-0,102.0,5677790,W,3,0,1,,
10/25/2024,Bard,Skidmore,L 0-3,180.0,5677734,L,0,3,1,,
10/25/2024,Clarkson,Union (NY),W 3-1,237.0,5677762,W,3,1,1,,
10/25/2024,Ithaca,Colby,L 0-3,30.0,5677575,L,0,3,1,,
10/25/2024,St. Lawrence,Vassar,L 0-3,105.0,5677717,L,0,3,1,,
10/25/2024,Widener,Penn College,W 3-0,128.0,5677731,W,3,0,1,,
10/25/2024,Stevens,Grinnell,W 3-1,45.0,5677801,W,3,1,1,,
10/25/2024,Stevens,Kean,W 3-2,89.0,5677804,W,3,2,1,,
10/25/2024,Bethel (MN),Concordia-M'head,W 3-0,322.0,5677742,W,3,0,1,,
10/25/2024,Gustavus Adolphus,St. Olaf,W 3-0,307.0,5677756,W,3,0,1,,
10/25/2024,Hamline,Saint Benedict,L 0-3,386.0,5677752,L,0,3,1,,
10/25/2024,Saint Mary's (MN),St. Catherine,L 1-3,210.0,5677799,L,1,3,1,,
10/25/2024,Grinnell,Kean,L 0-3,79.0,5677559,L,0,3,1,,
10/25/2024,Alma,Kalamazoo,L 1-3,150.0,5677714,L,1,3,1,,
10/25/2024,Calvin,Hope,L 0-3,2022.0,5677715,L,0,3,1,,
10/25/2024,Bowdoin,Wellesley,W 3-2,82.0,5677695,W,3,2,1,,
10/25/2024,Middlebury,MIT,L 0-3,154.0,5677798,L,0,3,1,,
10/25/2024,Trinity (CT),Clark (MA),W 3-1,302.0,5677674,W,3,1,1,,
10/25/2024,Tufts,Springfield,W 3-1,0.0,5677710,W,3,1,1,,
10/25/2024,Williams,Babson,L 0-3,0.0,5677777,L,0,3,1,,
10/25/2024,George Fox,Pacific (OR),W 3-1,190.0,5682725,W,3,1,1,,
10/25/2024,Lewis & Clark,Pacific Lutheran,L 1-3,150.0,5677779,L,1,3,1,,
10/25/2024,Linfield,Whitman,L 1-3,1200.0,5677723,L,1,3,1,,
10/25/2024,Husson,Thomas (ME),L 0-3,45.0,5677699,L,0,3,1,,
10/25/2024,Maine Maritime,Me.-Presque Isle,W 3-0,101.0,5677679,W,3,0,1,,
10/25/2024,SUNY Cobleskill,VTSU Lyndon,W 3-0,111.0,5677795,W,3,0,1,,
10/25/2024,Baldwin Wallace,Marietta,L 0-3,167.0,5677753,L,0,3,1,,
10/25/2024,John Carroll,Carnegie Mellon,L 0-3,391.0,5677774,L,0,3,1,,
10/25/2024,Randolph-Macon,Southwestern (TX),L 1-3,89.0,5682730,L,1,3,1,,
10/25/2024,Randolph-Macon,Texas Lutheran,L 0-3,112.0,5677562,L,0,3,1,,
10/25/2024,Southwestern (TX),Trinity (TX),L 0-3,352.0,5682731,L,0,3,1,,
10/25/2024,Cal Lutheran,La Verne,L 0-3,216.0,5677794,L,0,3,1,,
10/25/2024,Caltech,Pomona-Pitzer,L 0-3,126.0,5677796,L,0,3,1,,
10/25/2024,Chapman,Redlands,W 3-1,145.0,5677773,W,3,1,1,,
10/25/2024,Claremont-M-S,Whittier,W 3-0,129.0,5677780,W,3,0,1,,
10/25/2024,Lyon,MUW,W 3-2,257.0,5677761,W,3,2,1,,
10/25/2024,Buffalo St.,SUNY Morrisville,W 3-0,80.0,5677627,W,3,0,1,,
10/25/2024,Cortland,Fredonia,W 3-0,75.0,5677607,W,3,0,1,,
10/25/2024,Oswego St.,SUNY Oneonta,W 3-0,57.0,5677671,W,3,0,1,,
10/25/2024,SUNY Canton,SUNY New Paltz,L 0-3,30.0,5677620,L,0,3,1,,
10/25/2024,Bethany Lutheran,Crown (MN),W 3-0,291.0,5677788,W,3,0,1,,
10/25/2024,Martin Luther,Minn.-Morris,L 0-3,310.0,5677782,L,0,3,1,,
10/25/2024,North Central (MN),Northland,W 3-0,69.0,5677739,W,3,0,1,,
10/25/2024,Southern Va.,William Peace,W 3-0,191.0,5677791,W,3,0,1,,
10/25/2024,Cairn,Gallaudet,L 0-3,87.0,5677718,L,0,3,1,,
10/25/2024,Valley Forge,Wilson,L 0-3,50.0,5677787,L,0,3,1,,
10/25/2024,Wis.-La Crosse,Wis.-Platteville,L 0-3,327.0,5677778,L,0,3,1,,
10/25/2024,Colby-Sawyer,Lesley,W 3-0,0.0,5681176,W,3,0,2,,
10/26/2024,Alfred St.,Pitt.-Greensburg,W 3-0,75.0,5677845,W,3,0,1,,
10/26/2024,Carlow,Penn St.-Behrend,L 0-3,77.0,5677913,L,0,3,1,,
10/26/2024,Hilbert,La Roche,W 3-2,200.0,5677955,W,3,2,1,,
10/26/2024,Penn St.-Altoona,Pitt.-Bradford,W 3-0,151.0,5677934,W,3,0,1,,
10/26/2024,East Tex. Baptist,Howard Payne,W 3-1,300.0,5677832,W,3,1,1,,
10/26/2024,Hardin-Simmons,LeTourneau,L 2-3,133.0,5677950,L,2,3,1,,
10/26/2024,Central (IA),Illinois Col.,W 3-0,234.0,5677970,W,3,0,1,,
10/26/2024,Central (IA),Lake Forest,W 3-1,118.0,5678078,W,3,1,1,,
10/26/2024,Coe,North Park,W 3-0,85.0,5677814,W,3,0,1,,
10/26/2024,Coe,Carthage,W 3-2,70.0,5678083,W,3,2,1,,
10/26/2024,Loras,Luther,W 3-2,223.0,5678120,W,3,2,1,,
10/26/2024,Neb. Wesleyan,Wartburg,L 2-3,175.0,5677830,L,2,3,1,,
10/26/2024,Simpson,Ill. Wesleyan,L 0-3,83.0,5677821,L,0,3,1,,
10/26/2024,Simpson,Albion,L 1-3,51.0,5677906,L,1,3,1,,
10/26/2024,Centenary (NJ),Marymount (VA),L 0-3,110.0,5682707,L,0,3,1,,
10/26/2024,Centenary (NJ),Marywood,L 1-3,110.0,5678140,L,1,3,1,,
10/26/2024,Immaculata,Pratt,L 0-3,72.0,5677889,L,0,3,1,,
10/26/2024,Immaculata,Neumann,L 0-3,71.0,5678148,L,0,3,1,,
10/26/2024,Marymount (VA),Marywood,W 3-0,110.0,5677880,W,3,0,1,,
10/26/2024,Neumann,Pratt,W 3-0,73.0,5678076,W,3,0,1,,
10/26/2024,Chris. Newport,Susquehanna,W 3-0,43.0,5678086,W,3,0,1,,
10/26/2024,Chris. Newport,Catholic,W 3-0,106.0,5678158,W,3,0,1,,
10/26/2024,Mount Mary,Trine,L 0-3,32.0,5677818,L,0,3,1,,
10/26/2024,Salisbury,Messiah,W 3-0,222.0,5677899,W,3,0,1,,
10/26/2024,Salisbury,Va. Wesleyan,W 3-1,182.0,5678154,W,3,1,1,,
10/26/2024,Augustana (IL),Wis.-La Crosse,W 3-2,64.0,5677936,W,3,2,1,,
10/26/2024,Carthage,Cornell College,L 1-3,140.0,5678162,L,1,3,1,,
10/26/2024,Elmhurst,Wheaton (IL),L 0-3,125.0,5678061,L,0,3,1,,
10/26/2024,Ill. Wesleyan,Albion,W 3-1,63.0,5678058,W,3,1,1,,
10/26/2024,North Central (IL),Wis.-La Crosse,W 3-0,48.0,5677850,W,3,0,1,,
10/26/2024,North Park,Cornell College,L 1-3,160.0,5677854,L,1,3,1,,
10/26/2024,Agnes Scott,Belhaven,L 0-3,100.0,5678087,L,0,3,1,,
10/26/2024,Agnes Scott,Asbury,L 0-3,100.0,5678089,L,0,3,1,,
10/26/2024,Asbury,Belhaven,W 3-0,100.0,5677857,W,3,0,1,,
10/26/2024,Covenant,LaGrange,W 3-0,100.0,5695452,W,3,0,1,,
10/26/2024,Covenant,Piedmont,W 3-0,100.0,5678079,W,3,0,1,,
10/26/2024,LaGrange,Piedmont,L 2-3,100.0,5677805,L,2,3,1,,
10/26/2024,Curry,Gordon,L 0-3,75.0,5677820,L,0,3,1,,
10/26/2024,Endicott,Western New Eng.,W 3-1,137.0,5677937,W,3,1,1,,
10/26/2024,Hartford,Roger Williams,L 0-3,89.0,5677993,L,0,3,1,,
10/26/2024,Nichols,U New England,L 1-3,84.0,5677860,L,1,3,1,,
10/26/2024,Suffolk,Mass. Maritime,W 3-0,0.0,5678153,W,3,0,1,,
10/26/2024,Brooklyn,Rutgers-Newark,L 1-3,37.0,5678003,L,1,3,1,,
10/26/2024,Brooklyn,Alvernia,L 1-3,67.0,5678096,L,1,3,1,,
10/26/2024,Hunter,DeSales,L 1-3,75.0,5677833,L,1,3,1,,
10/26/2024,Hunter,Montclair St.,L 0-3,30.0,5677998,L,0,3,1,,
10/26/2024,Bryn Mawr,Johns Hopkins,L 0-3,60.0,5678110,L,0,3,1,,
10/26/2024,Dickinson,Washington Col.,W 3-1,65.0,5677971,W,3,1,1,,
10/26/2024,Franklin & Marshall,Haverford,W 3-0,78.0,5678138,W,3,0,1,,
10/26/2024,Gettysburg,Ursinus,W 3-0,110.0,5677904,W,3,0,1,,
10/26/2024,McDaniel,Muhlenberg,L 1-3,117.0,5677991,L,1,3,1,,
10/26/2024,Alfred,SUNY Geneseo,L 1-3,85.0,5677914,L,1,3,1,,
10/26/2024,Elmira,Hartwick,L 0-3,51.0,5677962,L,0,3,1,,
10/26/2024,Houghton,SUNY Brockport,W 3-0,121.0,5678026,W,3,0,1,,
10/26/2024,Keuka,Russell Sage,W 3-1,233.0,5677966,W,3,1,1,,
10/26/2024,Nazareth,Utica,W 3-0,150.0,5677919,W,3,0,1,,
10/26/2024,SUNY Poly,St. John Fisher,L 0-3,37.0,5677882,L,0,3,1,,
10/26/2024,Lasell,Bates,W 3-0,56.0,5678001,W,3,0,1,,
10/26/2024,Lasell,Salve Regina,L 0-3,201.0,5678109,L,0,3,1,,
10/26/2024,Mitchell,Norwich,W 3-1,115.0,5678147,W,3,1,1,,
10/26/2024,New England Col.,Wellesley,L 0-3,77.0,5677840,L,0,3,1,,
10/26/2024,Norwich,Trinity (CT),L 0-3,259.0,5682732,L,0,3,1,,
10/26/2024,Regis (MA),Rivier,W 3-1,40.0,5678004,W,3,1,1,,
10/26/2024,Regis (MA),St. Joseph's (ME),W 3-2,75.0,5678103,W,3,2,1,,
10/26/2024,Rivier,St. Joseph's (ME),L 1-3,150.0,5678104,L,1,3,1,,
10/26/2024,Anderson (IN),Transylvania,L 1-3,184.0,5677910,L,1,3,1,,
10/26/2024,Anderson (IN),Alma,W 3-0,107.0,5678164,W,3,0,1,,
10/26/2024,Berea,Bluffton,W 3-2,177.0,5810483,W,3,2,1,,
10/26/2024,Earlham,Rose-Hulman,W 3-2,81.0,5677949,W,3,2,1,,
10/26/2024,Franklin,Hanover,L 2-3,93.0,5677983,L,2,3,1,,
10/26/2024,Manchester,Mt. St. Joseph,L 2-3,312.0,5678057,L,2,3,1,,
10/26/2024,Transylvania,Alma,W 3-0,125.0,5678111,W,3,0,1,,
10/26/2024,Catholic,Susquehanna,L 0-3,62.0,5677897,L,0,3,1,,
10/26/2024,Drew,Wilkes,W 3-0,50.0,5677894,W,3,0,1,,
10/26/2024,Drew,Arcadia,L 0-3,50.0,5678149,L,0,3,1,,
10/26/2024,Elizabethtown,Goucher,W 3-0,88.0,5677883,W,3,0,1,,
10/26/2024,Juniata,Ithaca,W 3-0,25.0,5677855,W,3,0,1,,
10/26/2024,Juniata,Colby,W 3-0,30.0,5678014,W,3,0,1,,
10/26/2024,Moravian,Scranton,L 0-3,150.0,5677984,L,0,3,1,,
10/26/2024,Wilkes,Arcadia,L 1-3,42.0,5678081,L,1,3,1,,
10/26/2024,Bard,Clarkson,L 0-3,208.0,5678028,L,0,3,1,,
10/26/2024,Ithaca,Wesleyan (CT),W 3-2,75.0,5678163,W,3,2,1,,
10/26/2024,RIT,Keystone,W 3-1,86.0,5678080,W,3,1,1,,
10/26/2024,RIT,Lancaster Bible,W 3-2,197.0,5678157,W,3,2,1,,
10/26/2024,Skidmore,Vassar,W 3-2,89.0,5678011,W,3,2,1,,
10/26/2024,St. Lawrence,Union (NY),L 0-3,149.0,5678050,L,0,3,1,,
10/26/2024,William Smith,Wheaton (MA),W 3-0,32.0,5677999,W,3,0,1,,
10/26/2024,William Smith,Hamilton,W 3-1,122.0,5678093,W,3,1,1,,
10/26/2024,Eastern Conn. St.,Plymouth St.,L 0-3,203.0,5678116,L,0,3,1,,
10/26/2024,Keene St.,Southern Me.,W 3-0,60.0,5677867,W,3,0,1,,
10/26/2024,Keene St.,Maine Maritime,L 0-3,60.0,5682684,L,0,3,1,,
10/26/2024,Southern Me.,Maine Maritime,L 0-3,80.0,5678132,L,0,3,1,,
10/26/2024,UMass Boston,WestConn,W 3-1,178.0,5677902,W,3,1,1,,
10/26/2024,UMass Dartmouth,VTSU Castleton,W 3-0,65.0,5677844,W,3,0,1,,
10/26/2024,Albright,King's (PA),W 3-0,174.0,5677903,W,3,0,1,,
10/26/2024,Alvernia,Rutgers-Newark,W 3-1,79.0,5677829,W,3,1,1,,
10/26/2024,Hood,East. Mennonite,L 2-3,148.0,5677997,L,2,3,1,,
10/26/2024,Messiah,Va. Wesleyan,L 2-3,87.0,5678085,L,2,3,1,,
10/26/2024,Stevenson,Roanoke,L 2-3,32.0,5678009,L,2,3,1,,
10/26/2024,Stevenson,Wash. & Lee,L 0-3,125.0,5678142,L,0,3,1,,
10/26/2024,York (PA),Lebanon Valley,W 3-2,127.0,5677843,W,3,2,1,,
10/26/2024,York (PA),Bridgewater (VA),L 0-3,103.0,5810454,L,0,3,1,,
10/26/2024,DeSales,Montclair St.,L 2-3,125.0,5678101,L,2,3,1,,
10/26/2024,Lebanon Valley,Bridgewater (VA),L 0-3,93.0,5678006,L,0,3,1,,
10/26/2024,Misericordia,Wm. Paterson,L 1-3,78.0,5677837,L,1,3,1,,
10/26/2024,Bridgewater St.,Westfield St.,L 2-3,100.0,5677893,L,2,3,1,,
10/26/2024,Fitchburg St.,Connecticut Col.,L 0-3,250.0,5678005,L,0,3,1,,
10/26/2024,Fitchburg St.,WPI,L 0-3,250.0,5678106,L,0,3,1,,
10/26/2024,MCLA,Salem St.,W 3-2,98.0,5677990,W,3,2,1,,
10/26/2024,Augsburg,Concordia-M'head,W 3-0,189.0,5678217,W,3,0,1,,
10/26/2024,Bethel (MN),St. Catherine,L 2-3,151.0,5678221,L,2,3,1,,
10/26/2024,Carleton,Hamline,W 3-0,100.0,5678215,W,3,0,1,,
10/26/2024,Gustavus Adolphus,Saint Benedict,W 3-1,345.0,5678169,W,3,1,1,,
10/26/2024,Macalester,Wis.-Whitewater,L 0-3,95.0,5678182,L,0,3,1,,
10/26/2024,Macalester,UW-River Falls,L 0-3,107.0,5678206,L,0,3,1,,
10/26/2024,Saint Mary's (MN),St. Scholastica,L 0-3,79.0,5678220,L,0,3,1,,
10/26/2024,St. Olaf,Wis.-Stout,W 3-1,143.0,5678161,W,3,1,1,,
10/26/2024,St. Olaf,Wis.-Eau Claire,L 0-3,187.0,5678183,L,0,3,1,,
10/26/2024,Illinois Col.,Lake Forest,W 3-0,214.0,5677887,W,3,0,1,,
10/26/2024,Knox,Ripon,W 3-1,59.0,5677978,W,3,1,1,,
10/26/2024,Lawrence,Monmouth (IL),L 0-3,100.0,5677925,L,0,3,1,,
10/26/2024,Alverno,Concordia Chicago,L 0-3,45.0,5677874,L,0,3,1,,
10/26/2024,Aurora,St. Norbert,L 1-3,200.0,5677901,L,1,3,1,,
10/26/2024,Benedictine (IL),MSOE,W 3-1,129.0,5677875,W,3,1,1,,
10/26/2024,Concordia Wisconsin,Dominican (IL),W 3-0,306.0,5677892,W,3,0,1,,
10/26/2024,Edgewood,Marian (WI),W 3-1,211.0,5677876,W,3,1,1,,
10/26/2024,IIT,Wis. Lutheran,L 1-3,152.0,5677877,L,1,3,1,,
10/26/2024,Lakeland,Rockford,W 3-0,229.0,5677886,W,3,0,1,,
10/26/2024,DePauw,Oberlin,W 3-0,115.0,5677995,W,3,0,1,,
10/26/2024,Denison,Ohio Wesleyan,W 3-0,117.0,5677972,W,3,0,1,,
10/26/2024,Hiram,Wittenberg,L 1-3,254.0,5677975,L,1,3,1,,
10/26/2024,Kenyon,Wooster,L 1-3,117.0,5677941,L,1,3,1,,
10/26/2024,Amherst,Emerson,L 0-3,75.0,5681202,L,0,3,1,,
10/26/2024,Bates,Salve Regina,W 3-2,121.0,5677842,W,3,2,1,,
10/26/2024,Bowdoin,Smith,L 1-3,50.0,5677861,L,1,3,1,,
10/26/2024,Bowdoin,Plattsburgh St.,W 3-0,100.0,5678084,W,3,0,1,,
10/26/2024,Connecticut Col.,WPI,W 3-0,250.0,5677839,W,3,0,1,,
10/26/2024,Hamilton,Wheaton (MA),L 0-3,130.0,5677827,L,0,3,1,,
10/26/2024,Middlebury,Springfield,L 2-3,233.0,5677846,L,2,3,1,,
10/26/2024,Middlebury,Babson,L 0-3,80.0,5678119,L,0,3,1,,
10/26/2024,Tufts,Babson,W 3-0,80.0,5677847,W,3,0,1,,
10/26/2024,Tufts,MIT,L 1-3,208.0,5678117,L,1,3,1,,
10/26/2024,Williams,MIT,L 0-3,162.0,5677835,L,0,3,1,,
10/26/2024,Williams,Springfield,L 2-3,130.0,5678118,L,2,3,1,,
10/26/2024,Smith,Husson,W 3-0,100.0,5678184,W,3,0,1,,
10/26/2024,Ramapo,Farmingdale St.,W 3-1,45.0,5673509,W,3,1,1,,
10/26/2024,George Fox,Willamette,W 3-1,145.0,5678191,W,3,1,1,,
10/26/2024,Lewis & Clark,Puget Sound,L 0-3,450.0,5678197,L,0,3,1,,
10/26/2024,Linfield,Whitworth,L 0-3,204.0,5678202,L,0,3,1,,
10/26/2024,Husson,Plattsburgh St.,L 0-3,100.0,5678127,L,0,3,1,,
10/26/2024,Me.-Presque Isle,Thomas (ME),W 3-2,35.0,5677986,W,3,2,1,,
10/26/2024,SUNY Cobleskill,VTSU-Johnson,W 3-0,83.0,5677989,W,3,0,1,,
10/26/2024,SUNY Delhi,VTSU Lyndon,W 3-0,41.0,5677848,W,3,0,1,,
10/26/2024,SUNY Delhi,VTSU-Johnson,W 3-0,32.0,5678112,W,3,0,1,,
10/26/2024,Capital,Otterbein,L 0-3,234.0,5677922,L,0,3,1,,
10/26/2024,Heidelberg,Muskingum,L 1-3,207.0,5677944,L,1,3,1,,
10/26/2024,John Carroll,Wilmington (OH),W 3-0,278.0,5677973,W,3,0,1,,
10/26/2024,Mount Union,Ohio Northern,L 2-3,258.0,5677917,L,2,3,1,,
10/26/2024,Averett,Lynchburg,L 0-3,100.0,5677825,L,0,3,1,,
10/26/2024,Guilford,Mary Baldwin,W 3-1,105.0,5678082,W,3,1,1,,
10/26/2024,Guilford,Pfeiffer,W 3-0,155.0,5678159,W,3,0,1,,
10/26/2024,Randolph-Macon,Trinity (TX),L 0-3,462.0,5810218,L,0,3,1,,
10/26/2024,Roanoke,Wash. & Lee,L 0-3,110.0,5677834,L,0,3,1,,
10/26/2024,Allegheny,Saint Vincent,W 3-1,178.0,5677915,W,3,1,1,,
10/26/2024,Bethany (WV),Thiel,L 0-3,137.0,5677836,L,0,3,1,,
10/26/2024,Grove City,Wash. & Jeff.,L 2-3,250.0,5677851,L,2,3,1,,
10/26/2024,Waynesburg,Westminster (PA),W 3-2,183.0,5677930,W,3,2,1,,
10/26/2024,Berry,Rhodes,L 2-3,125.0,5677872,L,2,3,1,,
10/26/2024,Centre,Millsaps,W 3-2,125.0,5677824,W,3,2,1,,
10/26/2024,Hendrix,Oglethorpe,L 1-3,130.0,5677895,L,1,3,1,,
10/26/2024,Colorado Col.,McMurry,W 3-0,0.0,5678052,W,3,0,1,,
10/26/2024,Concordia (TX),Trinity (TX),L 0-3,330.0,5678160,L,0,3,1,,
10/26/2024,Dallas,St. Thomas (TX),L 0-3,25.0,5677977,L,0,3,1,,
10/26/2024,Cal Lutheran,Redlands,W 3-0,100.0,5678201,W,3,0,1,,
10/26/2024,Caltech,Occidental,W 3-2,38.0,5678199,W,3,2,1,,
10/26/2024,Chapman,Claremont-M-S,L 1-3,106.0,5678145,L,1,3,1,,
10/26/2024,Pomona-Pitzer,Whittier,L 0-3,174.0,5678203,L,0,3,1,,
10/26/2024,Blackburn,Eureka,L 2-3,80.0,5677870,L,2,3,1,,
10/26/2024,Eureka,Greenville,L 1-3,80.0,5678041,L,1,3,1,,
10/26/2024,Spalding,Westminster (MO),L 2-3,200.0,5677807,L,2,3,1,,
10/26/2024,Spalding,Webster,W 3-2,100.0,5677908,W,3,2,1,,
10/26/2024,Webster,Westminster (MO),L 0-3,100.0,5677817,L,0,3,1,,
10/26/2024,Buffalo St.,Cortland,L 0-3,95.0,5677935,L,0,3,1,,
10/26/2024,Fredonia,SUNY Morrisville,W 3-2,55.0,5677929,W,3,2,1,,
10/26/2024,Oswego St.,SUNY New Paltz,L 2-3,80.0,5678007,L,2,3,1,,
10/26/2024,SUNY Canton,SUNY Oneonta,L 0-3,66.0,5677967,L,0,3,1,,
10/26/2024,Manhattanville,Purchase,W 3-0,77.0,5677890,W,3,0,1,,
10/26/2024,Merchant Marine,Old Westbury,W 3-0,75.0,5677838,W,3,0,1,,
10/26/2024,Mt. St. Mary (NY),Sarah Lawrence,L 1-3,55.0,5677947,L,1,3,1,,
10/26/2024,St. Joseph's (L.I.),UMSV,W 3-0,66.0,5677884,W,3,0,1,,
10/26/2024,Bethany Lutheran,Minn.-Morris,L 2-3,200.0,5677985,L,2,3,1,,
10/26/2024,Crown (MN),Martin Luther,L 0-3,215.0,5678107,L,0,3,1,,
10/26/2024,North Central (MN),Wis.-Superior,L 0-3,211.0,5677885,L,0,3,1,,
10/26/2024,Northland,Northwestern-St. Paul,L 0-3,71.0,5677932,L,0,3,1,,
10/26/2024,Northwestern-St. Paul,Wis.-Superior,L 2-3,319.0,5678175,L,2,3,1,,
10/26/2024,Brevard,Meredith,L 1-3,107.0,5677808,L,1,3,1,,
10/26/2024,Greensboro,Methodist,L 2-3,148.0,5677940,L,2,3,1,,
10/26/2024,Mary Baldwin,Pfeiffer,L 0-3,150.0,5677896,L,0,3,1,,
10/26/2024,N.C. Wesleyan,Salem (NC),L 0-3,120.0,5677905,L,0,3,1,,
10/26/2024,Bryn Athyn,Saint Elizabeth,L 0-3,75.0,5677968,L,0,3,1,,
10/26/2024,Cedar Crest,Notre Dame (MD),L 0-3,60.0,5677931,L,0,3,1,,
10/26/2024,Keystone,Lancaster Bible,L 0-3,247.0,5677898,L,0,3,1,,
10/26/2024,Penn College,St. Mary's (MD),L 0-3,50.0,5682767,L,0,3,1,,
10/26/2024,Penn St. Brandywine,Penn St.-Berks,L 0-3,159.0,5677988,L,0,3,1,,
10/26/2024,Penn St. Harrisburg,Penn St.-Abington,W 3-0,104.0,5678137,W,3,0,1,,
10/26/2024,UW-River Falls,Wis.-Whitewater,L 0-3,195.0,5678088,L,0,3,1,,
10/26/2024,Wis.-Eau Claire,Wis.-Stout,W 3-0,201.0,5678024,W,3,0,1,,
10/26/2024,Wis.-Oshkosh,Wis.-Stevens Point,W 3-2,1787.0,5678194,W,3,2,1,,
10/26/2024,Alfred St.,Pitt.-Greensburg,W 3-2,75.0,5681177,W,3,2,2,,
10/26/2024,N.C. Wesleyan,Salem (NC),L 0-3,84.0,5681178,L,0,3,2,,
10/27/2024,Berry,Hendrix,W 3-1,225.0,5678239,W,3,1,1,,
10/27/2024,Millsaps,Sewanee,W 3-1,175.0,5678235,W,3,1,1,,
10/27/2024,Oglethorpe,Rhodes,W 3-2,142.0,5678232,W,3,2,1,,
10/27/2024,Centenary (LA),Colorado Col.,L 0-3,15.0,5677097,L,0,3,1,,
10/27/2024,Colorado Col.,Dallas,W 3-0,30.0,5678279,W,3,0,1,,
10/27/2024,McMurry,St. Thomas (TX),W 3-0,130.0,5678263,W,3,0,1,,
10/27/2024,Brandeis,Emory,L 1-3,50.0,5678228,L,1,3,1,,
10/27/2024,Brandeis,Rochester (NY),W 3-0,35.0,5678243,W,3,0,1,,
10/27/2024,CWRU,Carnegie Mellon,W 3-2,205.0,5678241,W,3,2,1,,
10/27/2024,CWRU,UChicago,W 3-0,68.0,5678283,W,3,0,1,,
10/27/2024,Carnegie Mellon,WashU,L 2-3,102.0,5678280,L,2,3,1,,
